name,count,count_2012,names
Natania,463,548.0,Natania
Sylena,330,547.0,Sylena
Georgenia,118,547.0,Georgenia
Makita,309,547.0,Makita
Ysenia,378,547.0,Ysenia
Ronnisha,364,547.0,Ronnisha
Dajia,426,546.0,Dajia
Marinna,410,546.0,Marinna
Rosangela,324,546.0,Rosangela
Shalea,389,545.0,Shalea
Kadija,440,545.0,Kadija
Novia,191,545.0,Novia
Eufelia,65,545.0,Eufelia
Paquita,188,545.0,Paquita
Tacarra,343,545.0,Tacarra
Latoia,288,545.0,Latoia
Alicha,265,545.0,Alicha
Colinda,168,545.0,Colinda
Keneshia,331,544.0,Keneshia
Amesha,323,544.0,Amesha
Atiana,486,544.0,Atiana
Chessa,361,544.0,Chessa
Shakeia,328,544.0,Shakeia
Helia,93,544.0,Helia
Jalina,448,544.0,Jalina
Ellyana,539,544.0,Ellyana
Sabella,515,544.0,Sabella
Quida,118,544.0,Quida
Tatiyanna,477,544.0,Tatiyanna
Cresta,236,544.0,Cresta
Tynika,312,544.0,Tynika
Kymora,538,543.0,Kymora
Dealva,87,543.0,Dealva
Natausha,290,543.0,Natausha
Cherika,286,543.0,Cherika
Letoya,282,543.0,Letoya
Byanca,410,543.0,Byanca
Breia,381,542.0,Breia
Winna,113,542.0,Winna
Analaura,390,542.0,Analaura
Daya,415,541.0,Daya
Akina,401,541.0,Akina
Pheba,53,541.0,Pheba
Dinna,170,540.0,Dinna
Shekia,313,540.0,Shekia
Irlanda,468,540.0,Irlanda
Sareena,431,540.0,Sareena
Kamyra,513,540.0,Kamyra
Vanissa,239,539.0,Vanissa
Zamaria,520,539.0,Zamaria
Quana,260,539.0,Quana
Drea,484,539.0,Drea
Constanza,442,539.0,Constanza
Janiqua,361,539.0,Janiqua
Alexandera,351,539.0,Alexandera
Renatta,326,538.0,Renatta
Caela,413,538.0,Caela
Rhena,149,538.0,Rhena
Clarrisa,313,537.0,Clarrisa
Ruba,364,537.0,Ruba
Julina,337,537.0,Julina
Teirra,384,537.0,Teirra
Jadwiga,85,536.0,Jadwiga
Carnetta,154,536.0,Carnetta
Larrissa,343,536.0,Larrissa
Alexandrina,237,535.0,Alexandrina
Lisia,191,535.0,Lisia
Keairra,403,535.0,Keairra
Marthena,96,535.0,Marthena
Elycia,383,535.0,Elycia
Lamaya,487,535.0,Lamaya
Tashayla,425,535.0,Tashayla
Aubriella,537,535.0,Aubriella
Tyria,328,535.0,Tyria
Winola,101,535.0,Winola
Javonda,278,535.0,Javonda
Chondra,219,534.0,Chondra
Smantha,325,534.0,Smantha
Dariela,441,534.0,Dariela
Aurianna,474,534.0,Aurianna
Lamiya,495,534.0,Lamiya
Jawanda,257,533.0,Jawanda
Lavana,114,533.0,Lavana
Claritza,389,533.0,Claritza
Dannika,465,533.0,Dannika
Dhara,415,533.0,Dhara
Truda,114,533.0,Truda
Jaira,442,532.0,Jaira
Alletta,68,532.0,Alletta
Aiza,490,532.0,Aiza
Rhonna,159,532.0,Rhonna
Briasia,474,532.0,Briasia
Tehila,470,531.0,Tehila
Princetta,148,531.0,Princetta
Analyssa,443,531.0,Analyssa
Sonyia,194,531.0,Sonyia
Xandra,403,531.0,Xandra
Calina,391,531.0,Calina
Larrisa,330,530.0,Larrisa
Jacara,402,530.0,Jacara
Deaundra,318,530.0,Deaundra
Lakeasha,272,530.0,Lakeasha
Netanya,416,529.0,Netanya
Kalysta,466,529.0,Kalysta
Suha,417,529.0,Suha
Odena,97,529.0,Odena
Virna,193,529.0,Virna
Krupa,384,529.0,Krupa
Carena,315,528.0,Carena
Tashira,366,528.0,Tashira
Soha,488,528.0,Soha
Shabria,395,527.0,Shabria
Genessa,359,527.0,Genessa
Latessa,282,527.0,Latessa
Corona,98,526.0,Corona
Machaela,419,526.0,Machaela
Litisha,256,526.0,Litisha
Brigetta,163,526.0,Brigetta
Vayda,523,526.0,Vayda
Kayra,459,526.0,Kayra
Kameshia,298,525.0,Kameshia
Rogina,187,525.0,Rogina
Tomisha,311,525.0,Tomisha
Yolinda,181,525.0,Yolinda
Temekia,259,525.0,Temekia
Laranda,284,525.0,Laranda
Breya,441,525.0,Breya
Ajla,478,524.0,Ajla
Vaneza,399,524.0,Vaneza
Luva,64,524.0,Luva
Kristinia,244,524.0,Kristinia
Herta,87,524.0,Herta
Kiwana,260,524.0,Kiwana
Yanina,358,523.0,Yanina
Philamena,89,523.0,Philamena
Xavia,446,523.0,Xavia
Daisia,429,523.0,Daisia
Hula,82,523.0,Hula
Adama,394,523.0,Adama
Liora,468,522.0,Liora
Ersa,69,522.0,Ersa
Tambria,236,522.0,Tambria
Toba,260,522.0,Toba
Tiasia,432,521.0,Tiasia
Carolena,335,521.0,Carolena
Roshawnda,272,521.0,Roshawnda
Lyza,427,520.0,Lyza
Ersilia,82,520.0,Ersilia
Mikhaila,412,520.0,Mikhaila
Zehra,430,520.0,Zehra
Ritika,470,520.0,Ritika
Markeya,368,520.0,Markeya
Cilla,37,520.0,Cilla
Rashawna,349,519.0,Rashawna
Shakiera,379,519.0,Shakiera
Tylia,449,519.0,Tylia
Katreena,289,519.0,Katreena
Nayda,250,518.0,Nayda
Shaquala,355,518.0,Shaquala
Genelda,91,518.0,Genelda
Atia,354,518.0,Atia
Airiana,458,517.0,Airiana
Darcella,143,517.0,Darcella
Trianna,411,517.0,Trianna
Tamura,193,517.0,Tamura
Idona,99,517.0,Idona
Milka,373,517.0,Milka
Prisma,367,517.0,Prisma
Leianna,451,516.0,Leianna
Aneka,296,516.0,Aneka
Deetra,183,516.0,Deetra
Eulogia,82,516.0,Eulogia
Adlena,47,516.0,Adlena
Bobetta,101,516.0,Bobetta
Cynethia,190,516.0,Cynethia
Nathasha,319,516.0,Nathasha
Shawnetta,255,515.0,Shawnetta
Zoha,482,515.0,Zoha
Tomeika,252,515.0,Tomeika
Teila,310,515.0,Teila
Casmira,96,515.0,Casmira
Arnisha,303,515.0,Arnisha
Keishia,258,514.0,Keishia
Shandrika,303,514.0,Shandrika
Yanna,414,514.0,Yanna
Keyondra,372,514.0,Keyondra
Samera,429,513.0,Samera
Laressa,257,513.0,Laressa
Brissia,526,513.0,Brissia
Tineka,255,512.0,Tineka
Shantoria,351,512.0,Shantoria
Aarna,515,512.0,Aarna
Sephora,453,512.0,Sephora
Kimia,408,512.0,Kimia
Araina,332,512.0,Araina
Maximina,120,512.0,Maximina
Vernisha,333,512.0,Vernisha
Benigna,95,511.0,Benigna
Halia,482,511.0,Halia
Treana,312,511.0,Treana
Giovannina,71,511.0,Giovannina
Korissa,357,511.0,Korissa
Aashna,465,511.0,Aashna
Willella,70,510.0,Willella
Shandria,303,510.0,Shandria
Reyanna,435,509.0,Reyanna
Dulcinea,262,509.0,Dulcinea
Ellisha,298,509.0,Ellisha
Leanda,215,509.0,Leanda
Aleksa,445,509.0,Aleksa
Tenita,219,509.0,Tenita
Chantia,301,508.0,Chantia
Ilisa,175,508.0,Ilisa
Shenetta,230,508.0,Shenetta
Zenovia,239,507.0,Zenovia
Marsella,152,507.0,Marsella
Dalya,398,507.0,Dalya
Iyona,432,507.0,Iyona
Ronya,255,507.0,Ronya
Estoria,74,507.0,Estoria
Kanda,177,507.0,Kanda
Taquana,310,507.0,Taquana
Miasia,449,507.0,Miasia
Dulcemaria,484,507.0,Dulcemaria
Dallana,423,507.0,Dallana
Karrissa,350,506.0,Karrissa
Anoushka,481,506.0,Anoushka
Estha,76,505.0,Estha
Terissa,239,505.0,Terissa
Curtisha,303,505.0,Curtisha
Tonica,248,505.0,Tonica
Yliana,402,505.0,Yliana
Quaneisha,354,505.0,Quaneisha
Sharetta,263,505.0,Sharetta
Michalina,145,504.0,Michalina
Dalisha,329,504.0,Dalisha
Nekeisha,269,503.0,Nekeisha
Anissia,275,503.0,Anissia
Kimla,154,503.0,Kimla
Kelda,209,503.0,Kelda
Moneka,266,503.0,Moneka
Ishika,476,503.0,Ishika
Libra,218,503.0,Libra
Shacara,332,502.0,Shacara
Lorraina,289,502.0,Lorraina
Catera,397,502.0,Catera
Miquela,365,502.0,Miquela
Elyssia,410,502.0,Elyssia
Resha,257,502.0,Resha
Micala,373,502.0,Micala
Satara,314,501.0,Satara
Linea,165,501.0,Linea
Kachina,294,501.0,Kachina
Estephania,406,501.0,Estephania
Lowana,120,501.0,Lowana
Alyia,427,501.0,Alyia
Shawnita,258,501.0,Shawnita
Birdena,102,500.0,Birdena
Rhodia,70,500.0,Rhodia
Nioma,95,500.0,Nioma
Tayanna,432,500.0,Tayanna
Briceida,425,500.0,Briceida
Niva,234,500.0,Niva
Rosemaria,161,500.0,Rosemaria
Kirsta,264,499.0,Kirsta
Lacosta,250,499.0,Lacosta
Janaiya,470,499.0,Janaiya
Farida,367,499.0,Farida
Jarita,206,499.0,Jarita
Keyosha,338,499.0,Keyosha
Perlita,304,499.0,Perlita
Deisha,311,498.0,Deisha
Taquisha,307,498.0,Taquisha
Shimeka,261,498.0,Shimeka
Lugarda,54,498.0,Lugarda
Shanyia,453,498.0,Shanyia
Dolora,87,497.0,Dolora
Bethsaida,273,497.0,Bethsaida
Teyanna,437,497.0,Teyanna
Bonetta,92,497.0,Bonetta
Valisha,248,497.0,Valisha
Kameisha,303,497.0,Kameisha
Lucelia,95,497.0,Lucelia
Jaysa,424,496.0,Jaysa
Tannya,253,496.0,Tannya
Shatika,273,496.0,Shatika
Adaya,480,496.0,Adaya
Alnita,140,495.0,Alnita
Yaira,432,495.0,Yaira
Laiba,472,495.0,Laiba
Iriana,423,495.0,Iriana
Janeva,263,495.0,Janeva
Adonia,287,495.0,Adonia
Tanecia,287,494.0,Tanecia
Mashayla,425,494.0,Mashayla
Rafaelita,72,494.0,Rafaelita
Lamara,317,494.0,Lamara
Neesha,276,494.0,Neesha
Tanesia,285,494.0,Tanesia
Melika,330,494.0,Melika
Alegra,311,494.0,Alegra
Alzora,78,494.0,Alzora
Naketa,259,494.0,Naketa
Georgeana,82,494.0,Georgeana
Taletha,242,494.0,Taletha
Afia,355,493.0,Afia
Raneisha,345,493.0,Raneisha
Calysta,412,493.0,Calysta
Malyssa,370,493.0,Malyssa
Delanna,217,493.0,Delanna
Topanga,429,493.0,Topanga
Lenola,93,493.0,Lenola
Chandrea,261,492.0,Chandrea
Pascha,214,492.0,Pascha
Lidwina,66,492.0,Lidwina
Baylea,402,492.0,Baylea
Selda,86,492.0,Selda
Hoa,270,492.0,Hoa
Nykeria,437,491.0,Nykeria
Emina,437,491.0,Emina
Tzivia,398,491.0,Tzivia
Arnesha,304,491.0,Arnesha
Kessa,350,490.0,Kessa
Trinita,205,490.0,Trinita
Delima,31,490.0,Delima
Salinda,207,490.0,Salinda
Haruka,392,489.0,Haruka
Shanekia,283,489.0,Shanekia
Labria,394,489.0,Labria
Sama,460,489.0,Sama
Akeisha,257,488.0,Akeisha
Tirza,304,488.0,Tirza
Petula,179,488.0,Petula
Adana,197,488.0,Adana
Mercia,109,488.0,Mercia
Binta,368,487.0,Binta
Laquanna,273,487.0,Laquanna
Noreta,91,487.0,Noreta
Siria,286,487.0,Siria
Nithya,439,487.0,Nithya
Evona,104,487.0,Evona
Blondina,74,486.0,Blondina
Ifeoma,328,486.0,Ifeoma
Ceira,347,486.0,Ceira
Dimitria,239,486.0,Dimitria
Adryana,432,486.0,Adryana
Ladonya,215,486.0,Ladonya
Tanica,253,486.0,Tanica
Nazia,340,486.0,Nazia
Khaila,383,486.0,Khaila
Timisha,295,485.0,Timisha
Mikaella,437,485.0,Mikaella
Shamonica,297,485.0,Shamonica
Jorita,107,485.0,Jorita
Allycia,343,485.0,Allycia
Stana,142,485.0,Stana
Antasia,381,485.0,Antasia
Chonda,189,485.0,Chonda
Hannia,447,485.0,Hannia
Octava,41,484.0,Octava
Shawntia,305,484.0,Shawntia
Thedora,103,484.0,Thedora
Yuriana,408,484.0,Yuriana
Tamecia,264,484.0,Tamecia
Torina,212,484.0,Torina
Iisha,254,483.0,Iisha
Kinda,212,483.0,Kinda
Takela,269,483.0,Takela
Areana,405,483.0,Areana
Shanitra,273,483.0,Shanitra
Teka,236,483.0,Teka
Shalinda,270,483.0,Shalinda
Taneya,367,483.0,Taneya
Rashana,286,482.0,Rashana
Calia,440,482.0,Calia
Searra,388,482.0,Searra
Denetria,266,482.0,Denetria
Maniya,453,482.0,Maniya
Martiza,293,482.0,Martiza
Taquita,270,482.0,Taquita
Falecia,218,482.0,Falecia
Lometa,88,482.0,Lometa
Demika,239,481.0,Demika
Obelia,77,481.0,Obelia
Chika,322,481.0,Chika
Kayela,345,481.0,Kayela
Belenda,120,480.0,Belenda
Keonia,301,480.0,Keonia
Ruberta,82,480.0,Ruberta
Baleria,397,480.0,Baleria
Marchia,115,480.0,Marchia
Liboria,90,480.0,Liboria
Austa,26,479.0,Austa
Shiana,369,479.0,Shiana
Asta,152,479.0,Asta
Merta,15,479.0,Merta
Vandella,103,479.0,Vandella
Kemya,452,479.0,Kemya
Deaja,395,478.0,Deaja
Dorella,88,478.0,Dorella
Jaala,334,478.0,Jaala
Venola,88,478.0,Venola
Miana,418,478.0,Miana
Obdulia,162,478.0,Obdulia
Jamesa,288,478.0,Jamesa
Neema,355,477.0,Neema
Xaria,452,477.0,Xaria
Takenya,286,477.0,Takenya
Teofila,80,477.0,Teofila
Kewanna,256,477.0,Kewanna
Tuwana,176,477.0,Tuwana
Jadzia,402,477.0,Jadzia
Zykia,420,476.0,Zykia
Violanda,105,476.0,Violanda
Hermena,64,476.0,Hermena
Amellia,388,476.0,Amellia
Afrika,239,475.0,Afrika
Lataisha,273,475.0,Lataisha
Masha,319,475.0,Masha
Tiahna,407,475.0,Tiahna
Samaira,461,474.0,Samaira
Evonna,285,474.0,Evonna
Evola,85,474.0,Evola
Rukiya,282,474.0,Rukiya
Shajuana,241,474.0,Shajuana
Marciana,211,473.0,Marciana
Carmaleta,90,473.0,Carmaleta
Jewelia,398,472.0,Jewelia
Wafa,356,472.0,Wafa
Maurisa,287,472.0,Maurisa
Felicha,226,472.0,Felicha
Marshella,162,472.0,Marshella
Kayliana,456,472.0,Kayliana
Aliscia,269,471.0,Aliscia
Adrieanna,357,471.0,Adrieanna
Floda,41,471.0,Floda
Kyonna,373,471.0,Kyonna
Alexya,414,471.0,Alexya
Tashema,255,471.0,Tashema
Leyda,309,470.0,Leyda
Surina,355,470.0,Surina
Jalysa,368,470.0,Jalysa
Nasia,401,470.0,Nasia
Aritha,105,470.0,Aritha
Sherea,231,470.0,Sherea
Awanda,90,470.0,Awanda
Nakiesha,260,469.0,Nakiesha
Varonica,231,469.0,Varonica
Lakresha,264,469.0,Lakresha
Teyonna,383,468.0,Teyonna
Ashiya,378,468.0,Ashiya
Ozetta,87,468.0,Ozetta
Signora,90,468.0,Signora
Tria,239,468.0,Tria
Camya,447,468.0,Camya
Euretta,59,468.0,Euretta
Kaleigha,457,467.0,Kaleigha
Nzinga,279,467.0,Nzinga
Tonga,159,467.0,Tonga
Matasha,229,467.0,Matasha
Lashawndra,256,466.0,Lashawndra
Janeisha,352,466.0,Janeisha
Myrissa,358,466.0,Myrissa
Emilea,374,466.0,Emilea
Chiamaka,405,466.0,Chiamaka
Lyana,404,466.0,Lyana
Annalia,430,465.0,Annalia
Helina,356,465.0,Helina
Vesna,223,465.0,Vesna
Onia,92,465.0,Onia
Jatavia,391,465.0,Jatavia
Nalda,89,464.0,Nalda
Reneta,172,464.0,Reneta
Yakima,261,464.0,Yakima
Canisha,270,464.0,Canisha
Alyda,123,463.0,Alyda
Trica,200,463.0,Trica
Constancia,109,463.0,Constancia
Lorea,151,462.0,Lorea
Arlicia,205,462.0,Arlicia
Dalma,104,462.0,Dalma
Giannina,295,462.0,Giannina
Tanza,168,462.0,Tanza
Becka,309,462.0,Becka
Tascha,205,462.0,Tascha
Alvetta,86,461.0,Alvetta
Adanna,386,461.0,Adanna
Marilda,40,461.0,Marilda
Dannica,381,461.0,Dannica
Ouita,88,461.0,Ouita
Amariana,450,461.0,Amariana
Latroya,278,461.0,Latroya
Jasia,399,460.0,Jasia
Tahara,282,460.0,Tahara
Ladina,179,460.0,Ladina
Amamda,247,460.0,Amamda
Lovinia,65,460.0,Lovinia
Elanna,360,460.0,Elanna
Inetha,100,460.0,Inetha
Marvena,109,460.0,Marvena
Valissa,214,459.0,Valissa
Vianka,395,459.0,Vianka
Ericha,258,459.0,Ericha
Ewa,254,459.0,Ewa
Kiahna,395,459.0,Kiahna
Leontina,79,458.0,Leontina
Lurana,48,458.0,Lurana
Mykaila,394,458.0,Mykaila
Jalecia,361,458.0,Jalecia
Aeisha,264,458.0,Aeisha
Cleopha,83,458.0,Cleopha
Zaya,446,457.0,Zaya
Marixa,328,457.0,Marixa
Larcenia,64,457.0,Larcenia
Ziya,446,457.0,Ziya
Zenola,101,457.0,Zenola
Alaia,418,457.0,Alaia
Anetha,99,456.0,Anetha
Airianna,417,456.0,Airianna
Benedicta,84,456.0,Benedicta
Nakira,389,456.0,Nakira
Gianella,419,455.0,Gianella
Ameria,431,455.0,Ameria
Nuala,242,455.0,Nuala
Justyna,356,455.0,Justyna
Esthela,296,455.0,Esthela
Shoua,282,455.0,Shoua
Naquita,263,454.0,Naquita
Prisca,321,454.0,Prisca
Arihanna,463,454.0,Arihanna
Kaylana,415,454.0,Kaylana
Severina,94,454.0,Severina
Takeia,277,454.0,Takeia
Mariateresa,271,454.0,Mariateresa
Alexzandrea,352,453.0,Alexzandrea
Lubna,292,453.0,Lubna
Melicia,210,453.0,Melicia
Syerra,390,453.0,Syerra
Hanora,47,453.0,Hanora
Latanga,152,453.0,Latanga
Habiba,389,452.0,Habiba
Mikesha,283,452.0,Mikesha
Kyaira,370,452.0,Kyaira
Florenda,121,452.0,Florenda
Ayaka,355,452.0,Ayaka
Agata,266,452.0,Agata
Darlina,144,452.0,Darlina
Dannetta,148,452.0,Dannetta
Brinna,366,452.0,Brinna
Denicia,257,452.0,Denicia
Sofiya,447,452.0,Sofiya
Medea,202,451.0,Medea
Latayna,183,451.0,Latayna
Cearra,336,451.0,Cearra
Asianna,374,451.0,Asianna
Palmyra,66,451.0,Palmyra
Dameka,240,451.0,Dameka
Vilda,88,451.0,Vilda
Veleda,122,451.0,Veleda
Thurza,71,450.0,Thurza
Nickia,260,450.0,Nickia
Keeva,269,450.0,Keeva
Kimberla,149,450.0,Kimberla
Chanika,233,450.0,Chanika
Quantina,225,449.0,Quantina
Kayonna,384,449.0,Kayonna
Keandrea,322,449.0,Keandrea
Lewanda,169,449.0,Lewanda
Zetha,64,449.0,Zetha
Larua,207,449.0,Larua
Jaiya,418,449.0,Jaiya
Shakisha,234,448.0,Shakisha
Ashira,381,448.0,Ashira
Zionna,437,448.0,Zionna
Tekesha,222,448.0,Tekesha
Kwanza,227,448.0,Kwanza
Shacora,321,448.0,Shacora
Keyasia,405,448.0,Keyasia
Jisela,361,448.0,Jisela
Malaysha,396,447.0,Malaysha
Almadelia,262,447.0,Almadelia
Deshauna,293,447.0,Deshauna
Ahmya,415,447.0,Ahmya
Shavona,271,447.0,Shavona
Chyla,328,447.0,Chyla
Wilburta,88,447.0,Wilburta
Madia,199,446.0,Madia
Nuha,401,446.0,Nuha
Aaliyha,390,446.0,Aaliyha
Zanya,435,446.0,Zanya
Venisha,261,445.0,Venisha
Lehua,246,445.0,Lehua
Moranda,270,445.0,Moranda
Rashaunda,253,445.0,Rashaunda
Danyella,332,445.0,Danyella
Liberta,83,445.0,Liberta
Kennetta,202,445.0,Kennetta
Ruthetta,83,445.0,Ruthetta
Velisa,153,444.0,Velisa
Mikaya,398,444.0,Mikaya
Meesha,274,444.0,Meesha
Meeka,302,444.0,Meeka
Quinisha,288,443.0,Quinisha
Ulonda,176,443.0,Ulonda
Eliya,408,443.0,Eliya
Leeandra,322,443.0,Leeandra
Alaska,360,443.0,Alaska
Louida,52,443.0,Louida
Vidya,333,443.0,Vidya
Ambika,316,443.0,Ambika
Samiha,396,443.0,Samiha
Arabia,300,443.0,Arabia
Shatera,300,443.0,Shatera
Tikia,254,443.0,Tikia
Rayona,339,442.0,Rayona
Iyesha,264,442.0,Iyesha
Ellana,348,442.0,Ellana
Nonna,98,442.0,Nonna
Cesaria,56,442.0,Cesaria
Ciria,150,442.0,Ciria
Alydia,357,442.0,Alydia
Rula,143,442.0,Rula
Kajsa,327,442.0,Kajsa
Karlena,250,442.0,Karlena
Timothea,157,442.0,Timothea
Sarepta,15,442.0,Sarepta
Makalia,367,441.0,Makalia
Starsha,260,441.0,Starsha
Danuta,142,441.0,Danuta
Maurya,130,441.0,Maurya
Auna,342,440.0,Auna
Babetta,98,440.0,Babetta
Letonya,182,440.0,Letonya
Shalandra,241,440.0,Shalandra
Kiasia,374,440.0,Kiasia
Anjelika,335,440.0,Anjelika
Belmira,75,439.0,Belmira
Kariana,382,439.0,Kariana
Basia,343,439.0,Basia
Taiesha,251,439.0,Taiesha
Ladasha,316,439.0,Ladasha
Nayana,409,439.0,Nayana
Shauntia,273,439.0,Shauntia
Raetta,98,438.0,Raetta
Jameika,265,438.0,Jameika
Zyasia,429,438.0,Zyasia
Sheritta,205,438.0,Sheritta
Lashonta,237,438.0,Lashonta
Mariangela,273,438.0,Mariangela
Tomma,106,438.0,Tomma
Conswella,186,438.0,Conswella
Ilissa,249,438.0,Ilissa
Ladaisha,336,437.0,Ladaisha
Seleta,131,437.0,Seleta
Tarisha,237,437.0,Tarisha
Jamekia,258,437.0,Jamekia
Nura,352,437.0,Nura
Cartha,66,437.0,Cartha
Azilda,29,437.0,Azilda
Mkayla,387,437.0,Mkayla
Sharica,249,436.0,Sharica
Ashya,375,436.0,Ashya
Baudelia,88,436.0,Baudelia
Nafisa,364,436.0,Nafisa
Keauna,336,436.0,Keauna
Dakayla,395,436.0,Dakayla
Revella,74,436.0,Revella
Madelina,226,435.0,Madelina
Senna,344,435.0,Senna
Hellena,130,435.0,Hellena
Damesha,281,435.0,Damesha
Mikhayla,357,435.0,Mikhayla
Conna,95,435.0,Conna
Antia,179,435.0,Antia
Amika,245,435.0,Amika
Noora,372,434.0,Noora
Lunetta,79,434.0,Lunetta
Breea,329,434.0,Breea
Sherronda,195,434.0,Sherronda
Zuzanna,422,434.0,Zuzanna
Yuka,333,434.0,Yuka
Betta,78,433.0,Betta
Gayna,106,433.0,Gayna
Ysidra,97,433.0,Ysidra
Anarosa,312,433.0,Anarosa
Osha,274,433.0,Osha
Shakeira,328,433.0,Shakeira
Torianna,378,432.0,Torianna
Kyerra,336,432.0,Kyerra
Adeola,297,432.0,Adeola
Onida,58,432.0,Onida
Arina,371,431.0,Arina
Natonya,203,431.0,Natonya
Asiana,353,431.0,Asiana
Taneika,242,431.0,Taneika
Yaffa,306,430.0,Yaffa
Chestina,115,430.0,Chestina
Iyla,402,430.0,Iyla
Fariha,342,430.0,Fariha
Jakhia,413,430.0,Jakhia
Letica,193,430.0,Letica
Lya,342,429.0,Lya
Janecia,340,429.0,Janecia
Letetia,160,429.0,Letetia
Shamona,220,429.0,Shamona
Marcelia,131,429.0,Marcelia
Antonieta,166,429.0,Antonieta
Mckena,366,429.0,Mckena
Minnetta,69,428.0,Minnetta
Mekenna,359,428.0,Mekenna
Merica,213,428.0,Merica
Perlina,38,428.0,Perlina
Shamecca,245,428.0,Shamecca
Inna,327,428.0,Inna
Keita,189,428.0,Keita
Emmalea,367,428.0,Emmalea
Maryana,372,427.0,Maryana
Keiarra,347,427.0,Keiarra
Quita,140,427.0,Quita
Aubrea,345,427.0,Aubrea
Cherina,210,427.0,Cherina
Deyonna,339,427.0,Deyonna
Atasha,215,427.0,Atasha
Nabiha,385,427.0,Nabiha
Mychaela,356,427.0,Mychaela
Lynora,128,426.0,Lynora
Elpha,39,426.0,Elpha
Tashea,266,426.0,Tashea
Sabrinia,197,426.0,Sabrinia
Zoraya,329,426.0,Zoraya
Tuwanda,161,426.0,Tuwanda
Nataliya,405,426.0,Nataliya
Asja,325,425.0,Asja
Tujuana,155,425.0,Tujuana
Khrista,228,425.0,Khrista
Teandra,309,425.0,Teandra
Cheria,199,425.0,Cheria
Jahniya,409,425.0,Jahniya
Melayna,387,424.0,Melayna
Kalesha,271,424.0,Kalesha
Hera,316,424.0,Hera
Alliana,400,424.0,Alliana
Ayshia,329,424.0,Ayshia
Aija,338,424.0,Aija
Makeisha,229,424.0,Makeisha
Tiwanda,177,424.0,Tiwanda
Camia,321,423.0,Camia
Atalia,365,423.0,Atalia
Dametria,252,423.0,Dametria
Deshana,235,423.0,Deshana
Shakyla,353,423.0,Shakyla
Czarina,319,423.0,Czarina
Laresha,250,423.0,Laresha
Calisha,240,423.0,Calisha
Sahira,367,423.0,Sahira
Desira,226,423.0,Desira
Jennika,333,423.0,Jennika
Myanna,388,423.0,Myanna
Teira,292,423.0,Teira
Analuisa,315,422.0,Analuisa
Arnola,70,422.0,Arnola
Leata,61,422.0,Leata
Floetta,65,422.0,Floetta
Ishita,395,422.0,Ishita
Chania,348,422.0,Chania
Clovia,100,422.0,Clovia
Petronilla,57,422.0,Petronilla
Tyona,327,422.0,Tyona
Anaisa,335,422.0,Anaisa
Deasha,316,421.0,Deasha
Delema,57,421.0,Delema
Dyna,195,421.0,Dyna
Allayna,372,421.0,Allayna
Tynisa,215,421.0,Tynisa
Velera,80,420.0,Velera
Lusia,217,420.0,Lusia
Lazaria,388,420.0,Lazaria
Sharonica,246,420.0,Sharonica
Dawnna,140,419.0,Dawnna
Ereka,203,419.0,Ereka
Zeena,329,419.0,Zeena
Sriya,403,419.0,Sriya
Tema,140,419.0,Tema
Sabriya,302,419.0,Sabriya
Shamra,202,419.0,Shamra
Rozalia,98,419.0,Rozalia
Loyda,152,419.0,Loyda
Tondalaya,184,419.0,Tondalaya
Shaterra,291,419.0,Shaterra
Nickola,131,418.0,Nickola
Deretha,86,418.0,Deretha
Inessa,367,417.0,Inessa
Lama,332,417.0,Lama
Shamieka,227,417.0,Shamieka
Argusta,69,416.0,Argusta
Alaiya,385,416.0,Alaiya
Trysta,349,416.0,Trysta
Virdia,64,416.0,Virdia
Shakerra,287,416.0,Shakerra
Kita,164,416.0,Kita
Deloma,71,416.0,Deloma
Anastashia,308,416.0,Anastashia
Wanona,102,416.0,Wanona
Nedda,108,415.0,Nedda
Nikeisha,236,415.0,Nikeisha
Sheva,252,415.0,Sheva
Audreyanna,333,415.0,Audreyanna
Shamera,302,415.0,Shamera
Zanaya,395,415.0,Zanaya
Deardra,109,415.0,Deardra
Alexandrya,329,415.0,Alexandrya
Retina,158,415.0,Retina
Terea,195,415.0,Terea
Markeita,233,415.0,Markeita
Mariha,322,414.0,Mariha
Breiana,315,414.0,Breiana
Delfinia,46,414.0,Delfinia
Andora,134,414.0,Andora
Tamaira,272,414.0,Tamaira
Tessica,229,413.0,Tessica
Laiza,313,413.0,Laiza
Donnesha,273,413.0,Donnesha
Shatonya,220,413.0,Shatonya
Janeka,249,413.0,Janeka
Suraya,380,413.0,Suraya
Antania,333,413.0,Antania
Delita,127,413.0,Delita
Laurella,77,412.0,Laurella
Eisha,253,412.0,Eisha
Miyana,384,412.0,Miyana
Jalana,275,412.0,Jalana
Cenia,125,412.0,Cenia
Duaa,370,411.0,Duaa
Jaliya,392,411.0,Jaliya
Kadedra,286,411.0,Kadedra
Vonzella,111,411.0,Vonzella
Sequita,200,411.0,Sequita
Tamea,290,411.0,Tamea
Gavina,80,411.0,Gavina
Silveria,91,411.0,Silveria
Quinta,201,410.0,Quinta
Durenda,107,410.0,Durenda
Illyana,375,410.0,Illyana
Laterra,257,410.0,Laterra
Tomesha,249,409.0,Tomesha
Dorlisa,146,409.0,Dorlisa
Charonda,187,409.0,Charonda
Eulanda,136,409.0,Eulanda
Tamelia,165,409.0,Tamelia
Samika,259,409.0,Samika
Adeana,187,409.0,Adeana
